id,operatorId,code,name,description,timeZone
965,259,russia-rostelecom-rostelecom-chuvashskaya_respublika,Чувашская Республика,Чувашская Республика,Europe/Moscow
966,259,russia-rostelecom-rostelecom-moskva,Москва,Москва,Europe/Moscow
967,259,russia-rostelecom-rostelecom-kurskaya_oblast,Курская область,Курская область,Europe/Moscow
968,259,russia-rostelecom-rostelecom-belgorodskaya_oblast,Белгородская область,Белгородская область,Europe/Moscow
969,259,russia-rostelecom-rostelecom-bryanskaya_oblast,Брянская область,Брянская область,Europe/Moscow
970,259,russia-rostelecom-rostelecom-vladimirskaya_oblast,Владимирская область,Владимирская область,Europe/Moscow
971,259,russia-rostelecom-rostelecom-voronezhskaya_oblast,Воронежская область,Воронежская область,Europe/Moscow
972,259,russia-rostelecom-rostelecom-kaluzhskaya_oblast,Калужская область,Калужская область,Europe/Moscow
973,259,russia-rostelecom-rostelecom-lipeckaya_oblast,Липецкая область,Липецкая область,Europe/Moscow
974,259,russia-rostelecom-rostelecom-orlovskaya_oblast,Орловская область,Орловская область,Europe/Moscow
975,259,russia-rostelecom-rostelecom-ryazanskaya_oblast,Рязанская область,Рязанская область,Europe/Moscow
976,259,russia-rostelecom-rostelecom-smolenskaya_oblast,Смоленская область,Смоленская область,Europe/Moscow
977,259,russia-rostelecom-rostelecom-tverskaya_oblast,Тверская область,Тверская область,Europe/Moscow
978,259,russia-rostelecom-rostelecom-tulskaya_oblast,Тульская область,Тульская область,Europe/Moscow
979,259,russia-rostelecom-rostelecom-vologodskaya_oblast,Вологодская область,Вологодская область,Europe/Moscow
980,259,russia-rostelecom-rostelecom-kaliningradskaya_oblast,Калининградская область,Калининградская область,Europe/Kaliningrad
981,259,russia-rostelecom-rostelecom-respublika_kareliya,Республика Карелия,Республика Карелия,Europe/Moscow
982,259,russia-rostelecom-rostelecom-respublika_komi,Республика Коми,Республика Коми,Europe/Moscow
983,259,russia-rostelecom-rostelecom-murmanskaya_oblast,Мурманская область,Мурманская область,Europe/Moscow
984,259,russia-rostelecom-rostelecom-novgorodskaya_oblast,Новгородская область,Новгородская область,Europe/Moscow
985,259,russia-rostelecom-rostelecom-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
986,259,russia-rostelecom-rostelecom-pskovskaya_oblast,Псковская область,Псковская область,Europe/Moscow
987,259,russia-rostelecom-rostelecom_tomsk-tomskaya_oblast,Томская область,Томская область,Asia/Krasnoyarsk
988,259,russia-rostelecom-rostelecom_hakassia-respublika_hakasiya,Республика Хакасия,Республика Хакасия,Asia/Krasnoyarsk
989,259,russia-rostelecom-rostelecom_kamchatka-kamchatskii_krai,Камчатский край,Камчатский край,Asia/Kamchatka
990,259,russia-rostelecom-rostelecom_magadan-magadanskaya_oblast,Магаданская область,Магаданская область,Asia/Magadan
991,259,russia-rostelecom-rostelecom_krasnodar-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
992,259,russia-rostelecom-rostelecom_samara-samarskaya_oblast,Самарская область,Самарская область,Europe/Moscow
993,259,russia-rostelecom-rostelecom_mariel-respublika_marii_el,Республика Марий Эл,Республика Марий Эл,Europe/Moscow
994,259,russia-rostelecom-rostelecom_kostroma-kostromskaya_oblast,Костромская область,Костромская область,Europe/Moscow
995,259,russia-rostelecom-rostelecom_tambov-tambovskaya_oblast,Тамбовская область,Тамбовская область,Europe/Moscow
685,257,russia-vtell-vtell-respublika_hakasiya,Республика Хакасия,Республика Хакасия,Asia/Krasnoyarsk
686,257,russia-vtell-vtell-respublika_udmurtiya,Республика Удмуртия,Республика Удмуртия,Europe/Moscow
687,257,russia-vtell-vtell-respublika_tyva,Республика Тыва,Республика Тыва,Asia/Krasnoyarsk
688,257,russia-vtell-vtell-respublika_severnaya_osetiya,Республика Северная Осетия,Республика Северная Осетия,Europe/Moscow
689,257,russia-vtell-vtell-respublika_saha_(yakutiya),Республика Саха (Якутия),Республика Саха (Якутия),Asia/Yakutsk
690,257,russia-vtell-vtell-respublika_mordoviya,Республика Мордовия,Республика Мордовия,Europe/Moscow
691,257,russia-vtell-vtell-respublika_marii_el,Республика Марий Эл,Республика Марий Эл,Europe/Moscow
692,257,russia-vtell-vtell-respublika_komi,Республика Коми,Республика Коми,Europe/Moscow
693,257,russia-vtell-vtell-respublika_kareliya,Республика Карелия,Республика Карелия,Europe/Moscow
694,257,russia-vtell-vtell-karachaevo_cherkesskaya_respublika,Карачаево-Черкесская Республика,Карачаево-Черкесская Республика,Europe/Moscow
695,257,russia-vtell-vtell-respublika_kalmykiya,Республика Калмыкия,Республика Калмыкия,Europe/Moscow
696,257,russia-vtell-vtell-kabardino_balkarskaya_respublika,Кабардино-Балкарская Республика,Кабардино-Балкарская Республика,Europe/Moscow
697,257,russia-vtell-vtell-respublika_ingushetiya,Республика Ингушетия,Республика Ингушетия,Europe/Moscow
698,257,russia-vtell-vtell-respublika_buryatiya,Республика Бурятия,Республика Бурятия,Asia/Irkutsk
699,257,russia-vtell-vtell-respublika_altai,Республика Алтай,Республика Алтай,Asia/Krasnoyarsk
700,257,russia-vtell-vtell-respublika_adygeya,Республика Адыгея,Республика Адыгея,Europe/Moscow
701,257,russia-vtell-vtell-voronezhskaya_oblast,Воронежская область,Воронежская область,Europe/Moscow
702,257,russia-vtell-vtell-volgogradskaya_oblast,Волгоградская область,Волгоградская область,Europe/Moscow
703,257,russia-vtell-vtell-stavropolskii_krai,Ставропольский край,Ставропольский край,Europe/Moscow
704,257,russia-vtell-vtell-permskii_krai,Пермский край,Пермский край,Asia/Yekaterinburg
705,257,russia-vtell-vtell-krasnoyarskii_krai,Красноярский край,Красноярский край,Asia/Krasnoyarsk
706,257,russia-vtell-vtell-altaiskii_krai,Алтайский край,Алтайский край,Asia/Krasnoyarsk
707,257,russia-vtell-vtell-chelyabinskaya_oblast,Челябинская область,Челябинская область,Asia/Yekaterinburg
708,257,russia-vtell-vtell-sverdlovskaya_oblast,Свердловская область,Свердловская область,Asia/Yekaterinburg
709,257,russia-vtell-vtell-respublika_dagestan,Республика Дагестан,Республика Дагестан,Europe/Moscow
710,257,russia-vtell-vtell-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
711,257,russia-vtell-vtell-rostovskaya_oblast,Ростовская область,Ростовская область,Europe/Moscow
712,257,russia-vtell-vtell-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
713,257,russia-vtell-vtell-respublika_tatarstan,Республика Татарстан,Республика Татарстан,Europe/Moscow
714,257,russia-vtell-vtell-respublika_bashkortostan,Республика Башкортостан,Республика Башкортостан,Asia/Yekaterinburg
715,257,russia-vtell-vtell-samarskaya_oblast,Самарская область,Самарская область,Europe/Moscow
716,257,russia-vtell-vtell-kemerovskaya_oblast,Кемеровская область,Кемеровская область,Asia/Krasnoyarsk
717,257,russia-vtell-vtell-nizhegorodskaya_oblast,Нижегородская область,Нижегородская область,Europe/Moscow
718,257,russia-vtell-vtell-novosibirskaya_oblast,Новосибирская область,Новосибирская область,Asia/Krasnoyarsk
719,257,russia-vtell-vtell-omskaya_oblast,Омская область,Омская область,Asia/Omsk
720,250,russia-mtt-mtt-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
721,258,russia-matrix_telecom-matrix_telecom-moskva,Москва,Москва,Europe/Moscow
722,258,russia-matrix_telecom-matrix_telecom-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
723,251,russia-yota-yota-arhangelskaya_oblast,Архангельская область,Архангельская область,Europe/Moscow
724,251,russia-yota-yota-hanty_mansiiskii_ao,Ханты-Мансийский АО,Ханты-Мансийский АО,Asia/Yekaterinburg
725,259,russia-rostelecom-rostelecom_etk-altaiskii_krai,Алтайский край,Алтайский край,Asia/Krasnoyarsk
